"PLAYER NAME","OPP","KICKOFF","WX","SPREAD","O/U","PRED SCORE","PROJ RANK","$ RANK","RANK DIFF","PROJ PTS","SALARY","CPP","PROJ ROSTER %"
"Dennis Houston (TB - WR)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","215","203","-12","0.0","$4,000","$0","5-10%-"
"Troy Hairston II (CLE - RB)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","115","113","-2","0.0","$4,000","$0","1-5%"
"Cole Fotheringham (NE - TE)","LV","Sun 1:00PM","","NE -2.5","43.5","23","115","108","-7","0.0","$4,000","$0","1-5%-"
"Irvin Charles (NYJ - WR) P","PIT","Sun 1:00PM","","PIT -3","38","17.5","216","204","-12","0.0","$4,000","$0","0%-"
"Thomas Odukoya (TEN - TE)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","116","109","-7","0.0","$4,000","$0","0%-"
"Michael Pratt (TB - QB)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","75","75","0","0.0","$6,000","$0","1-5%-"
"Clayton Tune (GB - QB)","DET","Sun 4:25PM","","GB -2","47","24.5","76","76","0","0.0","$6,000","$0","0%-"
"Tanner Mordecai (SF - QB)","@SEA","Sun 4:05PM","","SF -2","43.5","23","77","77","0","0.0","$6,000","$0","0%-"
"Jacob Cowing (SF - WR) I","@SEA","Sun 4:05PM","","SF -2","43.5","23","217","205","-12","0.0","$4,000","$0","0%-"
"Tyjae Spears (TEN - RB) O","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","116","26","-90","0.0","$5,600","$0","0%"
"Evan Hull (PIT - RB)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","117","115","-2","0.0","$4,000","$0","0%"
"Kenny McIntosh (SEA - RB) I","SF","Sun 4:05PM","","SF -2","43.5","21","118","65","-53","0.0","$4,300","$0","0%"
"Jesse Matthews (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","218","207","-11","0.0","$4,000","$0","1-5%-"
"Zack Kuntz (NYJ - TE)","PIT","Sun 1:00PM","","PIT -3","38","17.5","117","110","-7","0.0","$4,000","$0","0%-"
"Tank Dell (HOU - WR) P","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","219","208","-11","0.0","$4,000","$0","0%-"
"Seth Henigan (JAC - QB)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","78","78","0","0.0","$6,000","$0","0%-"
"Riley Leonard (IND - QB)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","79","79","0","0.0","$6,000","$0","0%-"
"Lew Nichols III (PIT - RB)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","119","116","-3","0.0","$4,000","$0","0%"
"Matt Landers (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","221","210","-11","0.0","$4,000","$0","0%-"
"Brayden Willis (SF - TE)","@SEA","Sun 4:05PM","","SF -2","43.5","23","118","112","-6","0.0","$4,000","$0","0%-"
"Jared Wayne (HOU - WR)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","222","211","-11","0.0","$4,000","$0","0%-"
"Elijah Dotson (ATL - RB)","TB","Sun 1:00PM","","TB -1.5","47.5","23","120","117","-3","0.0","$4,000","$0","1-5%"
"Kazmeir Allen (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","223","212","-11","0.0","$4,000","$0","0%-"
"Xavier Smith (LAR - WR)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","224","114","-110","0.0","$4,200","$0","0%-"
"Dresser Winn (LAR - QB)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","80","80","0","0.0","$6,000","$0","0%-"
"Carlos Washington Jr. (ATL - RB)","TB","Sun 1:00PM","","TB -1.5","47.5","23","121","84","-37","0.0","$4,100","$0","1-5%"
"Jacob Saylors (DET - RB)","@GB","Sun 4:25PM","","GB -2","47","22.5","122","119","-3","0.0","$4,000","$0","0%"
"Shedrick Jackson (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","225","215","-10","0.0","$4,000","$0","5-10%-"
"Brady Russell (SEA - TE)","SF","Sun 4:05PM","","SF -2","43.5","21","120","114","-6","0.0","$4,000","$0","0%-"
"Tommy DeVito (NE - QB)","LV","Sun 1:00PM","","NE -2.5","43.5","23","81","81","0","0.0","$6,000","$0","1-5%-"
"T.J. Luther (CAR - WR)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","226","216","-10","0.0","$4,000","$0","0%-"
"Chase Cota- DUP (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","227","217","-10","0.0","$4,000","$0","1-5%-"
"Jordan Mims (TEN - RB)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","124","121","-3","0.0","$4,000","$0","0%"
"Travis Vokolek (ARI - TE)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","121","115","-6","0.0","$4,000","$0","0%-"
"Johnny Lumpkin (GB - TE)","DET","Sun 4:25PM","","GB -2","47","24.5","122","116","-6","0.0","$4,000","$0","0%-"
"Owen Wright (TB - RB)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","125","122","-3","0.0","$4,000","$0","1-5%"
"Tanner Taula (TB - TE)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","123","117","-6","0.0","$4,000","$0","1-5%-"
"Nate Adkins (DEN - TE) Q","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","124","118","-6","0.0","$4,000","$0","0%-"
"Dylan Drummond (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","228","218","-10","0.0","$4,000","$0","1-5%-"
"Shedeur Sanders (CLE - QB)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","82","82","0","0.0","$6,000","$0","1-5%-"
"Will Howard (PIT - QB) I","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","83","83","0","0.0","$6,000","$0","0%-"
"Damien Martinez (SEA - RB)","SF","Sun 4:05PM","","SF -2","43.5","21","126","75","-51","0.0","$4,200","$0","0%"
"Jaylen Wright (MIA - RB) D","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","127","67","-60","0.0","$4,300","$0","0%"
"Caden Prieskorn (DEN - TE)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","125","119","-6","0.0","$4,000","$0","0%-"
"Dorian Singer (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","229","219","-10","0.0","$4,000","$0","0%-"
"Dominic Lovett (DET - WR)","@GB","Sun 4:25PM","","GB -2","47","22.5","230","220","-10","0.0","$4,000","$0","0%-"
"Isaiah Neyor (GB - WR)","DET","Sun 4:25PM","","GB -2","47","24.5","231","221","-10","0.0","$4,000","$0","0%-"
"Malachi Corley (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","232","223","-9","0.0","$4,000","$0","1-5%-"
"Dylan Laube (LV - RB)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","128","123","-5","0.0","$4,000","$0","1-5%"
"Ja'Lynn Polk (NE - WR) I","LV","Sun 1:00PM","","NE -2.5","43.5","23","233","225","-8","0.0","$4,000","$0","1-5%-"
"Cody Schrader (LAR - RB)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","129","124","-5","0.0","$4,000","$0","0%"
"Sione Vaki (DET - RB) Q","@GB","Sun 4:25PM","","GB -2","47","22.5","130","125","-5","0.0","$4,000","$0","0%"
"Jawhar Jordan (HOU - RB)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","131","126","-5","0.0","$4,000","$0","0%"
"Emani Bailey (CAR - RB)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","132","127","-5","0.0","$4,000","$0","0%"
"Tanner McLachlan (CIN - TE) I","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","126","121","-5","0.0","$4,000","$0","1-5%-"
"Joshua Cephus (JAC - WR) I","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","234","226","-8","0.0","$4,000","$0","0%-"
"Jha'Quan Jackson (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","235","227","-8","0.0","$4,000","$0","0%-"
"Isaiah Williams (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","236","228","-8","0.0","$4,000","$0","5-10%-"
"Carter Bradley (SF - QB)","@SEA","Sun 4:05PM","","SF -2","43.5","23","84","84","0","0.0","$6,000","$0","0%-"
"Jack Plummer (CAR - QB)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","85","85","0","0.0","$6,000","$0","0%-"
"Jason Bean (IND - QB)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","86","86","0","0.0","$6,000","$0","0%-"
"John Rhys Plumlee (SEA - QB)","SF","Sun 4:05PM","","SF -2","43.5","21","87","87","0","0.0","$6,000","$0","0%-"
"Blake Watson (DEN - RB)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","133","128","-5","0.0","$4,000","$0","0%"
"Jordan Waters (LAR - RB)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","134","129","-5","0.0","$4,000","$0","0%"
"Tahj Washington (MIA - WR)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","237","229","-8","0.0","$4,000","$0","0%-"
"Andrew Armstrong (MIA - WR)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","238","230","-8","0.0","$4,000","$0","0%-"
"Ajou Ajou (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","239","231","-8","0.0","$4,000","$0","0%-"
"Jalen Coker (CAR - WR) I","@JAC","Sun 1:00PM","","JAC -3.5","47","22","240","88","-152","0.0","$4,500","$0","0%-"
"Anthony Gould (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","241","232","-9","0.0","$4,000","$0","0%-"
"Tejhaun Palmer (ARI - WR)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","242","233","-9","0.0","$4,000","$0","0%-"
"Drake Stoops (LAR - WR)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","243","235","-8","0.0","$4,000","$0","0%-"
"Xavier Johnson (HOU - WR)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","244","236","-8","0.0","$4,000","$0","0%-"
"Cam Grandy (CIN - TE)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","127","122","-5","0.0","$4,000","$0","1-5%-"
"Brenden Bates (CLE - TE)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","128","125","-3","0.0","$4,000","$0","1-5%-"
"Messiah Swinson (GB - TE)","DET","Sun 4:25PM","","GB -2","47","24.5","129","126","-3","0.0","$4,000","$0","0%-"
"Dante Miller (NYG - RB)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","135","130","-5","0.0","$4,000","$0","0%"
"Terique Owens (SF - WR)","@SEA","Sun 4:05PM","","SF -2","43.5","23","245","238","-7","0.0","$4,000","$0","0%-"
"Colson Yankoff (WAS - TE)","NYG","Sun 1:00PM","","WAS -6","45.5","26","130","127","-3","0.0","$4,000","$0","0%-"
"Bryce Oliver (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","246","239","-7","0.0","$4,000","$0","0%-"
"Chris Collier (LV - RB)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","136","131","-5","0.0","$4,000","$0","1-5%"
"Kameron Johnson (TB - WR)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","247","240","-7","0.0","$4,000","$0","5-10%-"
"Dee Williams (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","248","241","-7","0.0","$4,000","$0","0%-"
"Treyton Welch (NO - TE)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","131","128","-3","0.0","$4,000","$0","0%-"
"Mason Pline (NO - TE) I","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","132","129","-3","0.0","$4,000","$0","0%-"
"Julian Hicks (GB - WR)","DET","Sun 4:25PM","","GB -2","47","24.5","249","242","-7","0.0","$4,000","$0","0%-"
"Neal Johnson (NYJ - TE)","PIT","Sun 1:00PM","","PIT -3","38","17.5","133","130","-3","0.0","$4,000","$0","0%-"
"British Brooks (HOU - RB)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","137","132","-5","0.0","$4,000","$0","0%"
"Kevin Foelsch (PIT - TE)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","134","131","-3","0.0","$4,000","$0","0%-"
"Cole Burgess (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","250","243","-7","0.0","$4,000","$0","5-10%-"
"Shawn Bowman (JAC - TE)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","135","132","-3","0.0","$4,000","$0","0%-"
"Qadir Ismail (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","251","244","-7","0.0","$4,000","$0","1-5%-"
"John Jiles (NE - WR)","LV","Sun 1:00PM","","NE -2.5","43.5","23","252","245","-7","0.0","$4,000","$0","1-5%-"
"Hayden Rucci (MIA - TE)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","136","134","-2","0.0","$4,000","$0","0%-"
"Terrell Jennings (NE - RB)","LV","Sun 1:00PM","","NE -2.5","43.5","23","138","133","-5","0.0","$4,000","$0","1-5%"
"Xavier Restrepo (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","253","115","-138","0.0","$4,200","$0","0%-"
"Kobe Hudson (CAR - WR)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","254","247","-7","0.0","$4,000","$0","0%-"
"Da'Quan Felton (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","255","249","-6","0.0","$4,000","$0","0%-"
"Kurtis Rourke (SF - QB) I","@SEA","Sun 4:05PM","","SF -2","43.5","23","88","88","0","0.0","$6,000","$0","0%-"
"Brady Cook (NYJ - QB)","PIT","Sun 1:00PM","","PIT -3","38","17.5","89","89","0","0.0","$6,000","$0","0%-"
"Ricky White III (SEA - WR)","SF","Sun 4:05PM","","SF -2","43.5","21","256","252","-4","0.0","$4,000","$0","0%-"
"Antwane Wells Jr. (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","257","254","-3","0.0","$4,000","$0","0%-"
"Theo Wease Jr. (MIA - WR)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","258","255","-3","0.0","$4,000","$0","0%-"
"CJ Dippre (NE - TE)","LV","Sun 1:00PM","","NE -2.5","43.5","23","137","137","0","0.0","$4,000","$0","1-5%-"
"Will Sheppard (GB - WR)","DET","Sun 4:25PM","","GB -2","47","24.5","259","256","-3","0.0","$4,000","$0","0%-"
"Nick Nash (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","260","257","-3","0.0","$4,000","$0","1-5%-"
"Cam Miller (LV - QB)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","90","90","0","0.0","$6,000","$0","1-5%-"
"Marcus Yarns (NO - RB)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","139","136","-3","0.0","$4,000","$0","0%"
"Taylor Elgersma (GB - QB)","DET","Sun 4:25PM","","GB -2","47","24.5","91","91","0","0.0","$6,000","$0","0%-"
"Payton Thorne (CIN - QB)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","92","92","0","0.0","$6,000","$0","1-5%-"
"Josh Williams (TB - RB)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","140","138","-2","0.0","$4,000","$0","1-5%"
"Sam Brown Jr. (GB - WR) O","DET","Sun 4:25PM","","GB -2","47","24.5","261","260","-1","0.0","$4,000","$0","0%-"
"Jacolby George (CAR - WR)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","262","261","-1","0.0","$4,000","$0","0%-"
"Jamaal Pritchett (NYJ - WR)","PIT","Sun 1:00PM","","PIT -3","38","17.5","263","262","-1","0.0","$4,000","$0","0%-"
"Roc Taylor (PIT - WR)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","264","263","-1","0.0","$4,000","$0","0%-"
"Monaray Baldwin (MIA - WR)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","265","264","-1","0.0","$4,000","$0","0%-"
"Garrett Greene (TB - WR)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","266","265","-1","0.0","$4,000","$0","5-10%-"
"Gee Scott Jr. (NE - TE)","LV","Sun 1:00PM","","NE -2.5","43.5","23","138","138","0","0.0","$4,000","$0","1-5%-"
"Carter Runyon (LV - TE)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","139","139","0","0.0","$4,000","$0","1-5%-"
"Robbie Ouzts (SEA - TE)","SF","Sun 4:05PM","","SF -2","43.5","21","140","140","0","0.0","$4,000","$0","0%-"
"Lan Larison (NE - RB) I","LV","Sun 1:00PM","","NE -2.5","43.5","23","141","139","-2","0.0","$4,000","$0","1-5%"
"Tommy Mellott (NO - WR)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","267","268","1","0.0","$4,000","$0","1-5%-"
"Caleb Lohner (DEN - TE)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","141","141","0","0.0","$4,000","$0","0%-"
"Junior Bergen (SF - WR)","@SEA","Sun 4:05PM","","SF -2","43.5","23","268","269","1","0.0","$4,000","$0","0%-"
"Rashod Owens (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","269","270","1","0.0","$4,000","$0","5-10%-"
"Jordan Moore (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","270","271","1","0.0","$4,000","$0","5-10%-"
"Jamoi Mayes (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","271","272","1","0.0","$4,000","$0","5-10%-"
"Joaquin Davis (DEN - WR)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","272","273","1","0.0","$4,000","$0","0%-"
"Jerjuan Newton (DEN - WR)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","273","274","1","0.0","$4,000","$0","0%-"
"Courtney Jackson (SEA - WR)","SF","Sun 4:05PM","","SF -2","43.5","21","274","275","1","0.0","$4,000","$0","0%-"
"Connor Bazelak (TB - QB)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","93","93","0","0.0","$6,000","$0","1-5%-"
"Bryson Green (ARI - WR)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","275","276","1","0.0","$4,000","$0","0%-"
"Oscar Cardenas (ARI - TE)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","142","142","0","0.0","$4,000","$0","0%-"
"Ahmani Marshall (CLE - RB)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","142","141","-1","0.0","$4,000","$0","1-5%"
"Landon Parker (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","276","277","1","0.0","$4,000","$0","0%-"
"Coleman Owen (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","277","278","1","0.0","$4,000","$0","0%-"
"Tyler Kahmann (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","278","279","1","0.0","$4,000","$0","0%-"
"Blayne Taylor (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","279","280","1","0.0","$4,000","$0","0%-"
"John Saunders Jr. (MIA - WR)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","280","281","1","0.0","$4,000","$0","0%-"
"Quincy Skinner Jr. (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","281","282","1","0.0","$4,000","$0","1-5%-"
"Dalen Cambre (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","282","126","-156","0.0","$4,100","$0","0%-"
"Jordan Bly (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","283","283","0","0.0","$4,000","$0","0%-"
"Patrick Herbert (JAC - TE)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","143","143","0","0.0","$4,000","$0","0%-"
"Chandler Brayboy (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","284","284","0","0.0","$4,000","$0","0%-"
"John Copenhaver (JAC - TE)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","144","144","0","0.0","$4,000","$0","0%-"
"Eli Pancol (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","285","285","0","0.0","$4,000","$0","0%-"
"Cam Camper (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","286","286","0","0.0","$4,000","$0","0%-"
"Quentin Skinner (NYJ - WR)","PIT","Sun 1:00PM","","PIT -3","38","17.5","287","287","0","0.0","$4,000","$0","0%-"
"Amar Johnson (GB - RB)","DET","Sun 4:25PM","","GB -2","47","24.5","143","143","0","0.0","$4,000","$0","0%"
"Jackson Meeks (DET - WR)","@GB","Sun 4:25PM","","GB -2","47","22.5","288","288","0","0.0","$4,000","$0","0%-"
"Kye Robichaux (DET - RB) I","@GB","Sun 4:25PM","","GB -2","47","22.5","144","144","0","0.0","$4,000","$0","0%"
"Jalen White (GB - RB)","DET","Sun 4:25PM","","GB -2","47","24.5","145","145","0","0.0","$4,000","$0","0%"
"Ke'Shawn Williams (PIT - WR)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","289","289","0","0.0","$4,000","$0","0%-"
"Bryce Pierre (CAR - TE)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","145","145","0","0.0","$4,000","$0","0%-"
"JJ Galbreath (PIT - TE)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","146","146","0","0.0","$4,000","$0","0%-"
"Brock Lampe (NE - RB) I","LV","Sun 1:00PM","","NE -2.5","43.5","23","146","146","0","0.0","$4,000","$0","1-5%"
"Tru Edwards (LAR - WR)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","290","290","0","0.0","$4,000","$0","0%-"
"Anthony Torres (LAR - TE)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","147","147","0","0.0","$4,000","$0","0%-"
"Brennan Presley (LAR - WR)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","291","291","0","0.0","$4,000","$0","0%-"
"Marshall Lang (SEA - TE)","SF","Sun 4:05PM","","SF -2","43.5","21","148","148","0","0.0","$4,000","$0","0%-"
"Tyrone Broden (SEA - WR)","SF","Sun 4:05PM","","SF -2","43.5","21","292","90","-202","0.0","$4,500","$0","0%-"
"Jacardia Wright (SEA - RB)","SF","Sun 4:05PM","","SF -2","43.5","21","147","147","0","0.0","$4,000","$0","0%"
"Darius Lassiter (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","293","292","-1","0.0","$4,000","$0","0%-"
"Ben Wooldridge (NE - QB)","LV","Sun 1:00PM","","NE -2.5","43.5","23","94","94","0","0.0","$6,000","$0","1-5%-"
"Quali Conley (CIN - RB)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","148","148","0","0.0","$4,000","$0","1-5%"
"Zach Horton (DET - TE)","@GB","Sun 4:25PM","","GB -2","47","22.5","149","149","0","0.0","$4,000","$0","0%-"
"Jeremiah Webb (NE - WR)","LV","Sun 1:00PM","","NE -2.5","43.5","23","294","294","0","0.0","$4,000","$0","1-5%-"
"Rushawn Baker (NYG - RB) O","@WAS","Sun 1:00PM","","WAS -6","45.5","20","149","149","0","0.0","$4,000","$0","0%"
"Dymere Miller (NYJ - WR)","PIT","Sun 1:00PM","","PIT -3","38","17.5","295","295","0","0.0","$4,000","$0","0%-"
"Nick Kallerup (SEA - TE)","SF","Sun 4:05PM","","SF -2","43.5","21","150","150","0","0.0","$4,000","$0","0%-"
"Kisean Johnson (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","296","296","0","0.0","$4,000","$0","1-5%-"
"Maximilian Mang (IND - TE)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","151","151","0","0.0","$4,000","$0","0%-"
"Ja'seem Reed (CAR - WR)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","297","297","0","0.0","$4,000","$0","0%-"
"TJ Sheffield (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","298","298","0","0.0","$4,000","$0","0%-"
"Ketron Jackson Jr. (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","299","299","0","0.0","$4,000","$0","5-10%-"
"Max Hurleman (PIT - RB)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","151","151","0","0.0","$4,000","$0","0%"
"Drake Dabney (TEN - TE)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","152","152","0","0.0","$4,000","$0","0%-"
"Kyrese Rowan (DEN - WR)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","301","301","0","0.0","$4,000","$0","0%-"
"Cade McDonald (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","302","302","0","0.0","$4,000","$0","1-5%-"
"Winston Wright (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","303","303","0","0.0","$4,000","$0","1-5%-"
"Toa Taua (CLE - RB)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","152","152","0","0.0","$4,000","$0","1-5%"
"Jaden Smith (TB - WR)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","304","304","0","0.0","$4,000","$0","5-10%-"
"C.J. Goodwin (DAL - WR)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","0%-"
"Will Grier (DAL - QB)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Parris Campbell (DAL - WR) O","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Harrison Bryant (PHI - TE)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,200","$0","1-5%-"
"Dorian Thompson-Robinson (PHI - QB)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Traeshon Holden (DAL - WR)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Keilan Robinson (PHI - RB)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Phil Mafah (DAL - RB) I","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Deuce Vaughn (DAL - RB)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,200","$0","1-5%-"
"Jonathan Mingo (DAL - WR)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,800","$0","1-5%-"
"Kyle McCord (PHI - QB)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Ainias Smith (PHI - WR)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","5-10%-"
"Terrace Marshall Jr. (PHI - WR)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","5-10%-"
"Avery Williams (PHI - RB)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Nick Muse (PHI - TE)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Cameron Latu (PHI - TE)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Jaydon Blue (DAL - RB) O","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$2,400","$0","20-30%-"
