Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position,
121309-110230,RB,Kenny,Kenny McIntosh,McIntosh,2.322222179836700,9,4000,SEA@JAC,SEA,JAC,IR,Knee - acl,,,,RB/FLEX,
121309-136857,RB,Ja'Quinden,Ja'Quinden Jackson,Jackson,,0,4000,SEA@JAC,JAC,SEA,,,,,,RB/FLEX,
121309-137889,WR,Brennan,Brennan Presley,Presley,,0,4000,LAR@BAL,LAR,BAL,,,,,,WR/FLEX,
121309-86692,TE,Thomas,Thomas Odukoya,Odukoya,,0,4000,TEN@LV,TEN,LV,,,,,,TE/FLEX,
121309-104102,TE,Leroy,Leroy Watson IV,Watson IV,0,1,4000,TEN@LV,LV,TEN,,,,,,TE/FLEX,
121309-128681,TE,Caden,Caden Prieskorn,Prieskorn,,0,4000,SF@TB,TB,SF,,,,,,TE/FLEX,
121309-94888,TE,Messiah,Messiah Swinson,Swinson,,0,4000,SF@TB,SF,TB,,,,,,TE/FLEX,
121309-103083,WR,Theo,Theo Wease Jr.,Wease Jr.,,0,4000,LAC@MIA,MIA,LAC,,,,,,WR/FLEX,
121309-152232,WR,Jordan,Jordan Moore,Moore,,0,4000,CIN@GB,CIN,GB,,,,,,WR/FLEX,
121309-110259,WR,Treylon,Treylon Burks,Burks,1.1,5,4000,TEN@LV,TEN,LV,Q,Collarbone,,,,WR/FLEX,
121309-52916,WR,Russell,Russell Gage Jr.,Gage Jr.,,0,4000,SF@TB,SF,TB,,,,,,WR/FLEX,
121309-61112,TE,Josiah,Josiah Deguara,Deguara,0.9666666984558110,3,4000,ARI@IND,ARI,IND,,,,,,TE/FLEX,
121309-110274,WR,Bub,Bub Means,Means,5.574999809265140,4,4000,NE@NO,NO,NE,IR,Lower leg,,,,WR/FLEX,
121309-193226,TE,Mason,Mason Pline,Pline,,0,4000,NE@NO,NO,NE,IR,Upper body,,,,TE/FLEX,
121309-114382,WR,Cade,Cade McDonald,McDonald,,0,4000,CLE@PIT,CLE,PIT,IR,Undisclosed,,,,WR/FLEX,
121309-63186,WR,James,James Proche II,Proche II,0.1777777804268730,9,4000,TEN@LV,TEN,LV,,,,,,WR/FLEX,
121309-92882,TE,Connor,Connor Heyward,Heyward,0.6499999761581420,2,4000,CLE@PIT,PIT,CLE,,,,,,TE/FLEX,
121309-142042,RB,Trey,Trey Benson,Benson,7.224999904632570,4,4000,ARI@IND,ARI,IND,IR,Knee - meniscus,,,,RB/FLEX,
121309-92890,WR,Cody,Cody White,White,0,1,4000,SEA@JAC,SEA,JAC,,,,,,WR/FLEX,
121309-111325,RB,Ulysses,Ulysses Bentley IV,Bentley IV,0,1,4000,ARI@IND,IND,ARI,,,,,,RB/FLEX,
121309-104165,RB,Lew,Lew Nichols,Nichols,0,1,4000,CLE@PIT,PIT,CLE,,,,,,RB/FLEX,
121309-86762,TE,Jack,Jack Westover,Westover,0,1,4000,NE@NO,NE,NO,,,,,,TE/FLEX,
121309-137966,WR,A.J.,A.J. Henning,Henning,,0,4000,LAC@MIA,MIA,LAC,,,,,,WR/FLEX,
121309-40687,RB,James,James Conner,Conner,9.766666412353520,3,4000,ARI@IND,ARI,IND,IR,Foot,,,,RB/FLEX,
121309-131835,WR,Efton,Efton Chism III,Chism III,,0,4000,NE@NO,NE,NO,,,,,,WR/FLEX,
121309-208634,WR,Tommy,Tommy Mellott,Mellott,,0,4000,NE@NO,NO,NE,,,,,,WR/FLEX,
121309-86778,TE,Devin,Devin Culp,Culp,3.7666667302449500,3,4000,SF@TB,TB,SF,,,,,,TE/FLEX,
121309-86780,RB,Salvon,Salvon Ahmed,Ahmed,,0,4000,ARI@IND,IND,ARI,IR,Ankle,,,,RB/FLEX,
121309-137990,TE,Tip,Tip Reiman,Reiman,1.099999984105430,3,4000,ARI@IND,ARI,IND,IR,Ankle,,,,TE/FLEX,
121309-156426,RB,Brock,Brock Lampe,Lampe,,0,4000,NE@NO,NE,NO,IR,Undisclosed,,,,RB/FLEX,
121309-91931,TE,Greg,Greg Dulcich,Dulcich,1.3250000476837200,4,4000,LAC@MIA,MIA,LAC,,,,,,TE/FLEX,
121309-114469,WR,Tyrone,Tyrone Broden,Broden,,0,4000,SEA@JAC,SEA,JAC,,,,,,WR/FLEX,
121309-128805,WR,KeAndre,KeAndre Lambert-Smith,Lambert-Smith,0,3,4000,LAC@MIA,LAC,MIA,,,,,,WR/FLEX,
121309-87844,TE,Brady,Brady Russell,Russell,0,1,4000,SEA@JAC,SEA,JAC,,,,,,TE/FLEX,
121309-138028,RB,Kalel,Kalel Mullings,Mullings,,0,4000,TEN@LV,TEN,LV,IR,Ankle,,,,RB/FLEX,
121309-55088,WR,Malik,Malik Turner,Turner,0,1,4000,SF@TB,SF,TB,,,,,,WR/FLEX,
121309-201535,WR,Kameron,Kameron Johnson,Johnson,0.04000000059604650,5,4000,SF@TB,TB,SF,,,,,,WR/FLEX,
121309-72515,TE,Ian,Ian Thomas,Thomas,3.5,1,4000,TEN@LV,LV,TEN,,,,,,TE/FLEX,
121309-91971,RB,Ronnie,Ronnie Rivers,Rivers,2.075000047683720,8,4000,LAR@BAL,LAR,BAL,,,,,,RB/FLEX,
121309-119619,WR,Traeshon,Traeshon Holden,Holden,,0,4000,DAL@CAR,DAL,CAR,,,,,,WR/FLEX,
121309-41806,WR,Laquon,Laquon Treadwell,Treadwell,,0,4000,ARI@IND,IND,ARI,,,,,,WR/FLEX,
121309-201553,WR,John,John Jiles,Jiles,,0,4000,NE@NO,NE,NO,,,,,,WR/FLEX,
121309-91989,RB,Jordan,Jordan Mims,Mims,2.8714286259242500,7,4000,TEN@LV,TEN,LV,,,,,,RB/FLEX,
121309-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,,0,4000,CLE@PIT,PIT,CLE,IR,Achilles,,,,TE/FLEX,
121309-61273,WR,Scotty,Scotty Miller,Miller,0,1,4000,CLE@PIT,PIT,CLE,,,,,,WR/FLEX,
121309-93023,RB,Jermar,Jermar Jefferson,Jefferson,1.850000023841860,2,4000,ARI@IND,ARI,IND,,,,,,RB/FLEX,
121309-201564,TE,Cam,Cam Grandy,Grandy,1.100000023841860,1,4000,CIN@GB,CIN,GB,,,,,,TE/FLEX,
121309-114530,WR,Jacob,Jacob Cowing,Cowing,0.5799999872843420,15,4000,SF@TB,SF,TB,IR,Hamstring,,,,WR/FLEX,
121309-192359,WR,JaQuae,JaQuae Jackson,Jackson,,0,4000,LAC@MIA,LAC,MIA,,,,,,WR/FLEX,
121309-169834,WR,Dareke,Dareke Young,Young,1.933333396911620,3,4000,SEA@JAC,SEA,JAC,,,,,,WR/FLEX,
121309-120684,WR,Garrett,Garrett Greene,Greene,,0,4000,SF@TB,TB,SF,,,,,,WR/FLEX,
121309-39793,TE,George,George Kittle,Kittle,10.5,1,4000,SF@TB,SF,TB,IR,Hamstring,,,,TE/FLEX,
121309-120694,WR,Ja'Lynn,Ja'Lynn Polk,Polk,2.053846212533800,13,4000,NE@NO,NO,NE,IR,Shoulder,,,,WR/FLEX,
121309-119672,RB,Kendall,Kendall Milton,Milton,,0,4000,CIN@GB,CIN,GB,,,,,,RB/FLEX,
121309-114557,WR,Cornelius,Cornelius Johnson,Johnson,,0,4000,LAR@BAL,BAL,LAR,,,,,,WR/FLEX,
121309-134014,WR,Jordan,Jordan Watkins,Watkins,,0,4000,SF@TB,SF,TB,Q,Calf,,,,WR/FLEX,
121309-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,1.100000023841860,2,4000,CLE@PIT,PIT,CLE,,,,,,WR/FLEX,
121309-134023,RB,Keaton,Keaton Mitchell,Mitchell,1.7999999523162800,1,4000,LAR@BAL,BAL,LAR,,,,,,RB/FLEX,
121309-94087,RB,DeeJay,DeeJay Dallas,Dallas,0,1,4000,DAL@CAR,CAR,DAL,,,,,,RB/FLEX,
121309-103302,WR,Courtney,Courtney Jackson,Jackson,,0,4000,SEA@JAC,SEA,JAC,,,,,,WR/FLEX,
121309-119697,RB,MarShawn,MarShawn Lloyd,Lloyd,2.299999952316280,1,4000,CIN@GB,GB,CIN,IR,Hamstring,,,,RB/FLEX,
121309-128913,WR,Malachi,Malachi Corley,Corley,1.100000023841860,1,4000,CLE@PIT,CLE,PIT,Q,Groin,,,,WR/FLEX,
121309-64405,WR,Dan,Dan Chisena,Chisena,1.2999999523162800,4,4000,DAL@CAR,CAR,DAL,,,,,,WR/FLEX,
121309-114591,TE,William,William Wagner,Wagner,,0,4000,CIN@GB,CIN,GB,,,,,,TE/FLEX,
121309-94116,TE,Will,Will Mallory,Mallory,0.612500011920929,8,4000,ARI@IND,IND,ARI,,,,,,TE/FLEX,
121309-157609,WR,Gage,Gage Larvadain,Larvadain,0,1,4000,CLE@PIT,CLE,PIT,,,,,,WR/FLEX,
121309-45997,WR,Keith,Keith Kirkwood,Kirkwood,,0,4000,LAR@BAL,BAL,LAR,,,,,,WR/FLEX,
121309-175021,RB,Jordan,Jordan James,James,,0,4000,SF@TB,SF,TB,,,,,,RB/FLEX,
121309-72627,RB,Patrick,Patrick Taylor Jr.,Taylor Jr.,6.259999847412110,5,4000,SF@TB,SF,TB,IR,Shoulder,,,,RB/FLEX,
121309-156596,RB,Jarquez,Jarquez Hunter,Hunter,,0,4000,LAR@BAL,LAR,BAL,,,,,,RB/FLEX,
121309-56262,WR,Parris,Parris Campbell,Campbell,2.4,5,4000,DAL@CAR,DAL,CAR,,,,,,WR/FLEX,
121309-152522,RB,Phil,Phil Mafah,Mafah,,0,4000,DAL@CAR,DAL,CAR,IR,Shoulder,,,,RB/FLEX,
121309-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,3.630908966064450,11,4000,LAC@MIA,MIA,LAC,Q,Knee,,,,WR/FLEX,
121309-152540,TE,CJ,CJ Dippre,Dippre,,0,4000,NE@NO,NE,NO,,,,,,TE/FLEX,
121309-54239,TE,Matt,Matt Sokol,Sokol,,0,4000,CLE@PIT,PIT,CLE,,,,,,TE/FLEX,
121309-138221,WR,Ricky,Ricky White III,White III,,0,4000,SEA@JAC,SEA,JAC,,,,,,WR/FLEX,
121309-12534,D,Tennessee,Tennessee Titans,Titans,5.4,5,3900,TEN@LV,TEN,LV,,,,,,DEF,
121309-12537,D,Las Vegas,Las Vegas Raiders,Raiders,2.6,5,3800,TEN@LV,LV,TEN,,,,,,DEF,
121309-12530,D,Dallas,Dallas Cowboys,Cowboys,2.2,5,3700,DAL@CAR,DAL,CAR,,,,,,DEF,
121309-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,4.8,5,3600,SF@TB,TB,SF,,,,,,DEF,
121309-12529,D,Cleveland,Cleveland Browns,Browns,4.8,5,3500,CLE@PIT,CLE,PIT,,,,,,DEF,
121309-12542,D,New Orleans,New Orleans Saints,Saints,6.6,5,3400,NE@NO,NO,NE,,,,,,DEF,
121309-12546,D,Arizona,Arizona Cardinals,Cardinals,7.2,5,3300,ARI@IND,ARI,IND,,,,,,DEF,
121309-12553,D,Carolina,Carolina Panthers,Panthers,5.4,5,3200,DAL@CAR,CAR,DAL,,,,,,DEF,
121309-12555,D,Baltimore,Baltimore Ravens,Ravens,0.6,5,3100,LAR@BAL,BAL,LAR,,,,,,DEF,
121309-12528,D,Cincinnati,Cincinnati Bengals,Bengals,2.8,5,3000,CIN@GB,CIN,GB,,,,,,DEF,
121309-12539,D,Miami,Miami Dolphins,Dolphins,5,5,3000,LAC@MIA,MIA,LAC,,,,,,DEF,
121303-69531,QB,Jalen,Jalen Hurts,Hurts,20.752000427246100,5,13600,20400,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-64401,RB,Saquon,Saquon Barkley,Barkley,14.4,5,13000,19500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-151966,QB,Jaxson,Jaxson Dart,Dart,9.354999542236330,4,12200,18300,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-183240,RB,Cam,Cam Skattebo,Skattebo,11.859999847412100,5,11000,16500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-72846,WR,A.J.,A.J. Brown,Brown,7.580000305175780,5,10000,15000,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-90576,WR,DeVonta,DeVonta Smith,Smith,9.740000152587890,5,9600,14400,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-103539,WR,Wan'Dale,Wan'Dale Robinson,Robinson,9.480000305175780,5,8400,12600,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-83074,TE,Dallas,Dallas Goedert,Goedert,11.199999809265100,4,8000,12000,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-22015,QB,Russell,Russell Wilson,Wilson,13.210000038147000,4,8000,12000,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-63819,WR,Darius,Darius Slayton,Slayton,4.1200000762939500,5,7600,11400,PHI@NYG,NYG,PHI,O,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
121303-12545,D,Philadelphia,Philadelphia Eagles,Eagles,7.4,5,7200,10800,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-89607,QB,Tanner,Tanner McKee,McKee,7.204999923706060,4,7000,10500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-41235,K,Jake,Jake Elliott,Elliott,7,5,6800,10200,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-53212,K,Younghoe,Younghoe Koo,Koo,9,1,6600,9900,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-176119,K,Jude,Jude McAtamney,McAtamney,4.5,2,6600,9900,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-70603,RB,Devin,Devin Singletary,Singletary,1.6399999618530300,5,6400,9600,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-12543,D,New York,New York Giants,Giants,2.8,5,6000,9000,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-86153,RB,Tyrone,Tyrone Tracy Jr.,Tracy Jr.,5.400000254313150,3,5800,8700,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-128810,TE,Theo,Theo Johnson,Johnson,7.080000305175780,5,5200,7800,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-86229,WR,Jahan,Jahan Dotson,Dotson,2.4799999237060500,5,4800,7200,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-90307,TE,Daniel,Daniel Bellinger,Bellinger,3,4,4200,6300,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-93107,RB,A.J.,A.J. Dillon,Dillon,1.4500000476837200,4,3600,5400,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-86682,TE,Grant,Grant Calcaterra,Calcaterra,2,3,3000,4500,PHI@NYG,PHI,NYG,O,Oblique,,,,MVP - 1.5X Points/AnyFLEX
121303-152520,RB,Will,Will Shipley,Shipley,1.1666666666666700,3,2600,3900,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-139094,WR,Jalin,Jalin Hyatt,Hyatt,0,2,2200,3300,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-152717,WR,Beaux,Beaux Collins,Collins,1.2000000476837200,1,1800,2700,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-128693,RB,Tank,Tank Bigsby,Bigsby,0.30000001192092900,4,1600,2400,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-104577,WR,Gunner,Gunner Olszewski,Olszewski,0,5,1400,2100,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-102696,WR,John,John Metchie III,Metchie III,0.949999988079071,4,1200,1800,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-104576,QB,Sam,Sam Howell,Howell,0.07999999821186070,2,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-114054,WR,Dalen,Dalen Cambre,Cambre,,0,1000,1500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-183693,WR,Da'Quan,Da'Quan Felton,Felton,,0,1000,1500,PHI@NYG,NYG,PHI,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
121303-24849,QB,Jameis,Jameis Winston,Winston,13.830909035422600,11,1000,1500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-64147,WR,Britain,Britain Covey,Covey,1.3800000190734900,5,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-92056,TE,Cal,Cal Adomitis,Adomitis,,0,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-90522,TE,Cameron,Cameron Latu,Latu,,0,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-93600,WR,Bryce,Bryce Ford-Wheaton,Ford-Wheaton,0,1,1000,1500,PHI@NYG,NYG,PHI,IR,Achilles,,,,MVP - 1.5X Points/AnyFLEX
121303-226859,WR,Darius,Darius Cooper,Cooper,,0,1000,1500,PHI@NYG,PHI,NYG,IR,Shoulder,,,,MVP - 1.5X Points/AnyFLEX
121303-85672,WR,Terrace,Terrace Marshall,Marshall,1.1199999809265100,5,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-119722,WR,Johnny,Johnny Wilson,Wilson,1.2300000190734900,10,1000,1500,PHI@NYG,PHI,NYG,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX
121303-152628,TE,Thomas,Thomas Fidone II,Fidone II,,0,1000,1500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-151737,TE,E.J.,E.J. Jenkins,Jenkins,2.3999999364217100,3,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-173631,RB,Dante,Dante Miller,Miller,,0,1000,1500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-152646,QB,Kyle,Kyle McCord,McCord,,0,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-112455,WR,Xavier,Xavier Gipson,Gipson,-2,1,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-151761,WR,Malik,Malik Nabers,Nabers,12.774999618530300,4,1000,1500,PHI@NYG,NYG,PHI,IR,Knee - acl,,,,MVP - 1.5X Points/AnyFLEX
121303-73687,WR,Quez,Quez Watkins,Watkins,,0,1000,1500,PHI@NYG,PHI,NYG,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
121303-18009,TE,Chris,Chris Manhertz,Manhertz,0.6000000238418580,2,1000,1500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-157150,RB,Audric,Audric Estime,Estime,3.553846212533800,13,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0.4,15,1000,1500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-71143,TE,Kylen,Kylen Granson,Granson,0.800000011920929,2,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
121303-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,3.4857142312186100,14,1000,1500,PHI@NYG,NYG,PHI,,,,,,MVP - 1.5X Points/AnyFLEX
121303-10744,K,Graham,Graham Gano,Gano,8,3,1000,1500,PHI@NYG,NYG,PHI,IR,Groin,,,,MVP - 1.5X Points/AnyFLEX
121303-138746,WR,Javon,Javon Baker,Baker,0.2833333412806190,6,1000,1500,PHI@NYG,PHI,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
